iter	MAE
619	6143.238393
620	6142.084398
621	6139.945521
622	6138.804724
623	6138.164521
624	6137.742005
625	6137.327932
626	6137.188401
627	6136.927201
628	6135.449972
629	6135.325816
630	6134.444643
631	6133.368159
632	6131.341125
633	6128.785923
634	6128.516959
635	6128.121076
636	6126.088441
637	6123.489577
638	6122.788044
639	6122.24783
640	6119.746199
641	6117.681279
642	6117.623543
643	6116.926
644	6116.745026
645	6116.645044
646	6108.973861
647	6107.797904
648	6104.898861
649	6104.697392
650	6101.969849
651	6100.264065
652	6097.659282
653	6094.178866
654	6094.140268
655	6094.113971
656	6090.763886
657	6090.557191
658	6089.91519
659	6089.78412
660	6085.554524
661	6085.524184
662	6085.492913
663	6085.122436
664	6080.654873
665	6078.926366
666	6078.275757
667	6076.643703
668	6076.616197
669	6076.506707
670	6076.418529
671	6072.31066
672	6070.54341
673	6068.37505
674	6066.930478
675	6065.988904
676	6065.846826
677	6065.714973
678	6064.397569
679	6064.287051
680	6064.183899
681	6063.67262
682	6063.452634
683	6059.242574
684	6058.881136
685	6058.662457
686	6057.985959
687	6057.937964
688	6057.63106
689	6057.352106
690	6057.251214
691	6050.175218
692	6048.91671
693	6048.771138
694	6048.594051
695	6043.868482
696	6041.942218
697	6040.174667
698	6032.676272
699	6032.56673
700	6027.75466
701	6023.151182
702	6022.36818
703	6021.839239
704	6021.789431
705	6017.849098
706	6016.772548
707	6014.964544
708	6013.65689
709	6013.277544
710	6012.86384
711	6011.169814
712	6010.726863
713	6009.845278
714	6009.353013
715	6007.611816
716	6006.826584
717	6006.442848
718	6006.397505
719	6005.935836
720	6005.1742
721	6004.351999
722	6004.179852
723	6003.967323
724	6003.852065
725	6003.060883
726	6002.82029
727	5991.948941
728	5991.574243
729	5990.636815
730	5988.079761
731	5987.83366
732	5986.836619
733	5986.299714
734	5986.120246
735	5985.927802
736	5985.655594
737	5985.579075
738	5985.507738
739	5985.083287
740	5984.599541
741	5983.650916
742	5983.500236
743	5983.351195
744	5982.930786
745	5981.004154
746	5980.570775
747	5980.062892
748	5979.977226
749	5976.642242
750	5976.285111
751	5976.174483
752	5973.641455
753	5973.379277
754	5972.906982
755	5972.205218
756	5972.151806
757	5972.003733
758	5965.399484
759	5962.1751
760	5960.68459
761	5956.34308
762	5956.222337
763	5954.678836
764	5954.595247
765	5954.371923
766	5954.144455
767	5949.291698
768	5948.605109
769	5947.094618
770	5946.595161
771	5941.12009
772	5941.050678
773	5940.867093
774	5940.742616
775	5939.696065
776	5939.533164
777	5936.948509
778	5936.853056
779	5936.724292
780	5936.31838
781	5934.988398
782	5934.972807
783	5934.386231
784	5930.283468
785	5929.953053
786	5925.329511
787	5925.281379
788	5924.891726
789	5919.256161
790	5918.295321
791	5916.395795
792	5916.270262
793	5915.96201
794	5910.278627
795	5907.677298
796	5907.583018
797	5906.848463
798	5904.694255
799	5902.484047
800	5902.41133
801	5901.723793
802	5897.838561
803	5897.3667
804	5896.042466
805	5896.012313
806	5895.886391
807	5893.53475
808	5893.318901
809	5893.292495
810	5888.457463
811	5887.561633
812	5886.640995
813	5885.235349
814	5885.160149
815	5881.290824
816	5880.883456
817	5879.353478
818	5876.906016
819	5875.233061
820	5874.796294
821	5873.07708
822	5872.125646
823	5871.279169
824	5870.826425
825	5870.05761
826	5869.055714
827	5868.66353
828	5868.416004
829	5868.383318
830	5867.78195
831	5867.459257
832	5866.509362
833	5864.493033
834	5861.30598
835	5858.291648
836	5858.051462
837	5858.008856
838	5857.382693
839	5857.181873
840	5857.143062
841	5857.043123
842	5853.913404
843	5850.360867
844	5845.0594
845	5844.805815
846	5841.22708
847	5840.033889
848	5839.834119
849	5839.70155
850	5838.966782
851	5838.843488
852	5838.555465
853	5837.080741
854	5836.952371
855	5836.710901
856	5836.097159
857	5836.044225
858	5835.938702
859	5835.658285
860	5834.92178
861	5834.183291
862	5828.797634
863	5828.481427
864	5827.640248
865	5827.212122
866	5826.587863
867	5823.359389
868	5822.630984
869	5822.222045
870	5818.244684
871	5816.313684
872	5815.993267
873	5815.23912
874	5815.108143
875	5813.697044
876	5812.28702
877	5810.605141
878	5810.39817
879	5809.053267
880	5807.76599
881	5807.604938
882	5807.321316
883	5806.334709
884	5806.270255
885	5803.936383
886	5803.913786
887	5802.350902
888	5801.248052
889	5800.965826
890	5800.023073
891	5799.646716
892	5799.485195
893	5799.336548
894	5798.607903
895	5798.438399
896	5798.182018
897	5797.130284
898	5796.893777
899	5796.409383
900	5795.962025
901	5793.94924
902	5793.93837
903	5792.730501
904	5791.799369
905	5791.729192
906	5787.867952
907	5787.692907
908	5786.478317
909	5786.396921
910	5783.820031
911	5783.04014
912	5782.834104
913	5780.547126
914	5778.672921
915	5778.584521
916	5778.032351
917	5777.540079
918	5776.667202
919	5776.237063
920	5773.873029
921	5773.753302
922	5773.646542
923	5772.651314
924	5772.612955
925	5772.501534
926	5770.20161
927	5769.842028
928	5769.011729
929	5768.509159
930	5768.15593
931	5767.990901
932	5767.886632
933	5767.599499
934	5767.340196
935	5767.264267
936	5766.579274
937	5766.085849
938	5765.608584
939	5762.692441
940	5761.984346
941	5761.845375
942	5758.829993
943	5757.702842
944	5754.952578
945	5752.653815
946	5752.483857
947	5752.132604
948	5751.839051
949	5750.999636
950	5750.839543
951	5750.629433
952	5745.018487
953	5744.695644
954	5744.637479
955	5744.560935
956	5744.232005
957	5742.757465
958	5741.959424
959	5741.780501
960	5741.426938
961	5741.347621
962	5740.072165
963	5738.868451
964	5738.716411
965	5737.628308
966	5736.60022
967	5734.973264
968	5734.92555
969	5734.466428
970	5734.007858
971	5732.37395
972	5732.244427
973	5731.28089
974	5728.283075
975	5727.941794
976	5727.320686
977	5726.103768
978	5725.899973
979	5724.875239
980	5724.81739
981	5724.744857
982	5724.544306
983	5721.09249
984	5720.933368
985	5720.836953
986	5720.170034
987	5720.126586
988	5720.011024
989	5717.326911
990	5715.073209
991	5714.892111
992	5714.194347
993	5713.703183
994	5713.36365
995	5713.205596
996	5711.933756
997	5710.011994
998	5709.717032
999	5708.683426
